<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;60;31/05/23;200000;162.7100000
GAZP;60;31/05/23;210000;162.6400000
GAZP;60;31/05/23;220000;162.6900000
GAZP;60;31/05/23;230000;162.8200000
GAZP;60;01/06/23;000000;162.9400000
GAZP;60;01/06/23;110000;162.9900000
GAZP;60;01/06/23;120000;162.9300000
GAZP;60;01/06/23;130000;162.3400000
GAZP;60;01/06/23;140000;162.2000000
GAZP;60;01/06/23;150000;162.1600000
GAZP;60;01/06/23;160000;162.2000000
GAZP;60;01/06/23;170000;161.6800000
GAZP;60;01/06/23;180000;162.0200000
GAZP;60;01/06/23;190000;162.2000000
GAZP;60;01/06/23;200000;162.0100000
GAZP;60;01/06/23;210000;161.8800000
GAZP;60;01/06/23;220000;161.6500000
GAZP;60;01/06/23;230000;161.6100000
GAZP;60;02/06/23;000000;161.5500000
GAZP;60;02/06/23;110000;161.6700000
GAZP;60;02/06/23;120000;162.2900000
GAZP;60;02/06/23;130000;161.9600000
GAZP;60;02/06/23;140000;162.7000000
GAZP;60;02/06/23;150000;162.5300000
GAZP;60;02/06/23;160000;162.5800000
GAZP;60;02/06/23;170000;163.1400000
GAZP;60;02/06/23;180000;162.9900000
GAZP;60;02/06/23;190000;163.2100000
GAZP;60;02/06/23;200000;162.7700000
GAZP;60;02/06/23;210000;162.3000000
GAZP;60;02/06/23;220000;162.4800000
GAZP;60;02/06/23;230000;162.6400000
GAZP;60;03/06/23;000000;162.5800000
GAZP;60;05/06/23;110000;162.4800000
GAZP;60;05/06/23;120000;164.3800000
GAZP;60;05/06/23;130000;164.1900000
GAZP;60;05/06/23;140000;164.3800000
GAZP;60;05/06/23;150000;163.1600000
GAZP;60;05/06/23;160000;163.2600000
GAZP;60;05/06/23;170000;162.8600000
GAZP;60;05/06/23;180000;162.5700000
GAZP;60;05/06/23;190000;162.7000000
GAZP;60;05/06/23;200000;162.4900000
GAZP;60;05/06/23;210000;162.1300000
GAZP;60;05/06/23;220000;162.4800000
GAZP;60;05/06/23;230000;162.1600000
GAZP;60;06/06/23;000000;162.4700000
GAZP;60;06/06/23;110000;162.8900000
GAZP;60;06/06/23;120000;163.4100000
GAZP;60;06/06/23;130000;162.9500000
GAZP;60;06/06/23;140000;162.4900000
GAZP;60;06/06/23;150000;163.0300000
GAZP;60;06/06/23;160000;163.1200000
GAZP;60;06/06/23;170000;163.2100000
GAZP;60;06/06/23;180000;162.9000000
GAZP;60;06/06/23;190000;162.5700000
GAZP;60;06/06/23;200000;163.0100000
GAZP;60;06/06/23;210000;163.0200000
GAZP;60;06/06/23;220000;162.9300000
GAZP;60;06/06/23;230000;163.0500000
GAZP;60;07/06/23;000000;163.1600000
GAZP;60;07/06/23;110000;164.1700000
GAZP;60;07/06/23;120000;164.9000000
GAZP;60;07/06/23;130000;165.0600000
GAZP;60;07/06/23;140000;165.6000000
GAZP;60;07/06/23;150000;165.1500000
GAZP;60;07/06/23;160000;165.5700000
GAZP;60;07/06/23;170000;165.3800000
GAZP;60;07/06/23;180000;164.4300000
GAZP;60;07/06/23;190000;164.4200000
GAZP;60;07/06/23;200000;164.7500000
GAZP;60;07/06/23;210000;164.5500000
GAZP;60;07/06/23;220000;164.7300000
GAZP;60;07/06/23;230000;164.6900000
GAZP;60;08/06/23;000000;164.6500000
GAZP;60;08/06/23;110000;165.0700000
GAZP;60;08/06/23;120000;165.4000000
GAZP;60;08/06/23;130000;166.3100000
GAZP;60;08/06/23;140000;165.8000000
GAZP;60;08/06/23;150000;166.0100000
GAZP;60;08/06/23;160000;165.8300000
GAZP;60;08/06/23;170000;166.3600000
GAZP;60;08/06/23;180000;166.3600000
GAZP;60;08/06/23;190000;166.6000000
GAZP;60;08/06/23;200000;166.2600000
GAZP;60;08/06/23;210000;166.4400000
GAZP;60;08/06/23;220000;166.2700000
GAZP;60;08/06/23;230000;166.2100000
GAZP;60;09/06/23;000000;166.1800000
GAZP;60;09/06/23;110000;167.1500000
GAZP;60;09/06/23;120000;167.0900000
GAZP;60;09/06/23;130000;166.5900000
GAZP;60;09/06/23;140000;167.0800000
GAZP;60;09/06/23;150000;166.9100000
GAZP;60;09/06/23;160000;167.1000000
GAZP;60;09/06/23;170000;166.2600000
GAZP;60;09/06/23;180000;165.8300000
GAZP;60;09/06/23;190000;165.4700000
GAZP;60;09/06/23;200000;165.2100000
GAZP;60;09/06/23;210000;165.4700000
GAZP;60;09/06/23;220000;165.8700000
GAZP;60;09/06/23;230000;165.6000000
GAZP;60;10/06/23;000000;165.5800000
GAZP;60;13/06/23;110000;166.7500000
GAZP;60;13/06/23;120000;167.0900000
GAZP;60;13/06/23;130000;166.6800000
GAZP;60;13/06/23;140000;166.8900000
GAZP;60;13/06/23;150000;167.1000000
GAZP;60;13/06/23;160000;167.8200000
GAZP;60;13/06/23;170000;167.7300000
GAZP;60;13/06/23;180000;167.2900000
GAZP;60;13/06/23;190000;168.0000000
GAZP;60;13/06/23;200000;167.9000000
